Name_of_Satellite, Alternate_Names	Current_Official_Name_of_Satellite	Country_of_OperatorOwner	OperatorOwner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Longitude_GEO	Perigee	Apogee	Eccentricity	Inclination	Period	Launch_Mass	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	Comments
Starlink-3400	Starlink-3400	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-01-18T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3401	Starlink-3401	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3415	Starlink-3415	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3419	Starlink-3419	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3445	Starlink-3445	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3446	Starlink-3446	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3447	Starlink-3447	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3448	Starlink-3448	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3449	Starlink-3449	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3450	Starlink-3450	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3451	Starlink-3451	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3452	Starlink-3452	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3456	Starlink-3456	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3457	Starlink-3457	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3458	Starlink-3458	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3459	Starlink-3459	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3460	Starlink-3460	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3500	Starlink-3500	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3501	Starlink-3501	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3502	Starlink-3502	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3503	Starlink-3503	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3504	Starlink-3504	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3505	Starlink-3505	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3506	Starlink-3506	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3507	Starlink-3507	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3508	Starlink-3508	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3509	Starlink-3509	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3511	Starlink-3511	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3512	Starlink-3512	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3513	Starlink-3513	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3514	Starlink-3514	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3515	Starlink-3515	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3516	Starlink-3516	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3517	Starlink-3517	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3518	Starlink-3518	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3519	Starlink-3519	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3520	Starlink-3520	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3521	Starlink-3521	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3522	Starlink-3522	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3523	Starlink-3523	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3524	Starlink-3524	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3525	Starlink-3525	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3526	Starlink-3526	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3527	Starlink-3527	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3528	Starlink-3528	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3529	Starlink-3529	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3530	Starlink-3530	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3531	Starlink-3531	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3532	Starlink-3532	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3533	Starlink-3533	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3534	Starlink-3534	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-18T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3535	Starlink-3535	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3536	Starlink-3536	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3537	Starlink-3537	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-18T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3538	Starlink-3538	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-08T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3539	Starlink-3539	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3540	Starlink-3540	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3541	Starlink-3541	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3542	Starlink-3542	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3543	Starlink-3543	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3544	Starlink-3544	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3545	Starlink-3545	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3546	Starlink-3546	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-20T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3547	Starlink-3547	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3548	Starlink-3548	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3549	Starlink-3549	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3550	Starlink-3550	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-04-28T22:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3551	Starlink-3551	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3552	Starlink-3552	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3553	Starlink-3553	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3554	Starlink-3554	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3555	Starlink-3555	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3556	Starlink-3556	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3557	Starlink-3557	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3558	Starlink-3558	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-18T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3559	Starlink-3559	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3560	Starlink-3560	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3561	Starlink-3561	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-04-20T22:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3562	Starlink-3562	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3563	Starlink-3563	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3564	Starlink-3564	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-04-20T22:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3565	Starlink-3565	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3566	Starlink-3566	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3567	Starlink-3567	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3568	Starlink-3568	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3569	Starlink-3569	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3570	Starlink-3570	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3571	Starlink-3571	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3572	Starlink-3572	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3573	Starlink-3573	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3574	Starlink-3574	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3575	Starlink-3575	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3576	Starlink-3576	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3577	Starlink-3577	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3578	Starlink-3578	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3579	Starlink-3579	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3580	Starlink-3580	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3581	Starlink-3581	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3582	Starlink-3582	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3583	Starlink-3583	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3584	Starlink-3584	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3585	Starlink-3585	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3586	Starlink-3586	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3587	Starlink-3587	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3588	Starlink-3588	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3589	Starlink-3589	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-08T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3590	Starlink-3590	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3591	Starlink-3591	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3592	Starlink-3592	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3593	Starlink-3593	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3594	Starlink-3594	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3595	Starlink-3595	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3596	Starlink-3596	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3597	Starlink-3597	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3598	Starlink-3598	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-03-02T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3599	Starlink-3599	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-36	Starlink-36	USA	SpaceX	Commercial	Communications		LEO	0	548	551	2.1677866897897247E-4	53	95.7	227	2019-05-23T22:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3600	Starlink-3600	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3601	Starlink-3601	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3602	Starlink-3602	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3603	Starlink-3603	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3604	Starlink-3604	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3605	Starlink-3605	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3606	Starlink-3606	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3607	Starlink-3607	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3608	Starlink-3608	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
Starlink-3609	Starlink-3609	USA	SpaceX	Commercial	Communications		LEO	0	348	351	2.232308951558896E-4	53.2	91.5	260	2022-02-24T23:00:00Z	4	SpaceX	USA	Cape Canaveral	Falcon 9	
